CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5653221,NOT GIVEN,26/05/2022 00:00:00,2022-05-25,2022-05-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,1.7,5.0,0.9,0.1,1.4,1.3,0.3,0.0,0.5,1.2,0.3,0.5,0.5,0.0,39.0,0.6,288.0,4.0,380.0,0.2,0.1,1.1,,0.2,,62.7,,,,11768,1779,95,21/18/14,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981456,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,6.1,0.5,0.0,0.9,0.3,0.5,1.2,0.0,0.0,0.0,0.1,0.1,0.0,28.0,0.6,262.0,0.0,341.0,0.2,0.2,0.4,,0.0,,62.7,,,,5778,279,8,20/15/10,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981464,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,6.0,0.4,0.1,0.8,0.5,0.7,1.1,0.2,0.0,0.0,0.1,0.1,0.0,31.0,1.4,303.0,0.0,398.0,0.3,0.2,0.6,,0.0,,61.2,,,,9566,386,5,20/16/10,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981465,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,5.2,0.4,0.0,3.0,0.3,1.0,1.3,0.0,0.0,0.0,0.1,0.1,0.0,23.0,0.4,244.0,0.0,309.0,0.3,0.2,0.4,,0.0,,62.2,,,,4509,182,5,19/15/9,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981466,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,6.8,0.5,0.0,1.1,0.3,0.6,1.3,0.0,0.0,0.0,0.1,0.1,0.0,24.0,0.4,259.0,0.0,336.0,0.3,0.2,0.0,,0.0,,63.2,,,,7503,244,3,20/15/9,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981468,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.3,5.3,0.3,0.0,0.5,0.3,0.9,1.2,0.2,0.0,0.0,0.1,0.1,0.0,31.0,0.8,287.0,0.0,368.0,0.2,0.2,0.0,,0.0,,62.8,,,,7958,778,21,20/17/12,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981469,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,3.8,0.5,0.0,0.3,0.7,0.4,1.3,0.0,0.0,0.0,0.1,0.1,0.0,22.0,0.4,240.0,0.0,302.0,0.2,0.2,0.8,,0.0,,63.2,,,,10373,1387,54,21/18/13,,,,,,10,,0.1,,Normal
,ADSHEAD RADCLIFFE & CO LTD,,OVO2043371,,5981472,NOT GIVEN,19/05/2023 00:00:00,2023-05-12,2023-05-19,7,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,5.6,0.4,0.0,0.5,0.5,0.5,1.5,0.1,0.0,0.0,0.1,0.1,0.0,27.0,0.8,263.0,0.0,340.0,0.2,0.2,0.0,,0.0,,62.7,,,,11556,883,8,21/17/10,,,,,,10,,0.1,,Normal
,AGRIKOMP LTD,,AGRIWAR,,4301889,NOT GIVEN,10/03/2022 00:00:00,2022-03-07,2022-03-10,3,700,Sample appears inconsistent with a coolant sample; appears consistent with oil. Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.      ,inconsistent,Possible Sample Issue,Training,,,2.5,1.5,3.0,0.1,1.0,1.8,6.5,0.0,0.7,0.0,0.2,0.0,0.1,0.0,2502.0,7.9,584.0,2.6,8.8,0.4,0.0,17.0,,0.0,,,,,,,,,,,,,,,,,,,Caution
,AGRIKOMP LTD,,AGRIWAR,,4301889,NOT GIVEN,31/08/2022 00:00:00,2022-08-26,2022-08-31,5,,Sample appears inconsistent with a coolant sample; appears consistent with oil. Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.       ,inconsistent,Possible Sample Issue,Training,,,4.3,4.5,5.1,0.3,4.3,4.2,13.0,0.8,0.2,0.0,0.3,0.2,1.3,0.0,2572.0,9.9,588.0,1.6,9.7,0.4,0.4,22.0,,0.0,,,,,,,,,,,,,,,,,,,Caution
,AGRIKOMP LTD,,AGRIWAR,,5829675,NOT GIVEN,21/11/2022 00:00:00,2022-11-18,2022-11-21,3,,Visible debris present. Abnormal sodium & potassium suggest coolant contamination. Wear appears satisfactory. Advice : Pressure check coolant system (if applicable) and feedback findings before next sample. Resample at the next service intervention.,sodium,Contamination,Appraisal,3.2,,20.0,2.9,5.6,1.5,12.0,12.0,2.5,0.4,3.4,,0.7,0.1,0.2,0.0,3122.0,54.0,641.0,4.5,57.0,0.3,0.1,25.0,,0.6,2050.0,132.6,16.2,,,,,,,,,6.8,27.11,0,,,0.1,,Caution
,AGRIKOMP LTD,,AGRIWAR,,5996014,NOT GIVEN,05/06/2023 00:00:00,2023-06-01,2023-06-05,4,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,3.0,7.0,2.4,0.3,3.6,3.3,0.9,0.7,0.5,0.0,0.4,0.1,0.2,0.0,2634.0,13.0,636.0,8.4,11.0,0.7,0.3,25.0,,0.0,,106.5,,,,,,,,N,,,18.43,0,,,0.1,,Normal
,AINSCOUGH CRANE HIRE,,09LEEDS,,5659101,NOT GIVEN,07/06/2022 00:00:00,2022-06-01,2022-06-07,6,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,0.0,0.1,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,323.0,1.2,0.0,0.0,1.0,0.0,,0.0,,218.5,,,,,,,,,,,,,10,,0.1,,Normal
,AINSCOUGH CRANE HIRE,,09LEEDS,,5989202,NOT GIVEN,31/05/2023 00:00:00,2023-05-24,2023-05-31,7,,Water contamination. Non-homogenous appearance. Visible debris present. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,water,Contamination,Filtration or oil change,,,2.8,3.1,0.2,1.1,4.4,145.0,1.2,0.0,0.0,0.1,0.9,0.1,0.0,4.1,69.0,1.5,246.0,3.0,83.0,0.7,0.2,2.8,,0.0,,246.8,,,,,,,,,,,,,26,,10.0,,Serious
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,3013590,NOT GIVEN,03/02/2022 00:00:00,2022-01-31,2022-02-03,3,,No application details known. Data Only. No diagnosis provided. Advice : Confirm application. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,76.0,7.5,263.0,19.0,6.7,1367.0,0.2,0.6,1.0,0.0,26.0,0.0,0.1,31.0,108.0,4.6,7.5,0.6,5.7,1.0,0.2,0.5,,0.0,,5.5,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5474774,NOT GIVEN,09/02/2022 00:00:00,2022-02-07,2022-02-09,2,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,78.0,10.0,402.0,24.0,7.3,1715.0,0.0,0.0,0.7,0.0,29.0,0.1,0.2,30.0,114.0,5.3,8.0,1.0,5.6,1.5,0.2,0.6,,0.0,,5.6,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,3013590,NOT GIVEN,15/02/2022 00:00:00,2022-02-14,2022-02-15,1,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,93.0,9.8,353.0,23.0,7.9,1582.0,0.6,0.0,1.0,0.0,30.0,0.1,0.2,30.0,115.0,6.8,9.7,1.2,5.9,1.3,0.2,0.8,,0.0,,5.7,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5283681,NOT GIVEN,15/02/2022 00:00:00,2022-02-14,2022-02-15,1,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,7.2,1.2,76.0,1.1,0.5,79.0,0.3,0.9,0.3,0.0,1.3,0.1,0.0,0.1,4.2,1.6,7.3,1.0,1.7,0.0,0.1,0.3,,0.0,,5.5,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,4385949,NOT GIVEN,16/02/2022 00:00:00,2022-02-14,2022-02-16,2,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,5.7,1.0,27.0,0.9,0.4,59.0,0.4,0.0,0.1,0.0,1.1,0.0,0.0,0.1,7.8,0.8,11.0,0.0,4.7,0.2,0.1,0.0,,0.0,,5.1,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,3013590,NOT GIVEN,23/02/2022 00:00:00,2022-02-21,2022-02-23,2,,Data Only. No diagnosis provided.  ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,76.0,8.5,41.0,19.0,7.1,83.0,0.6,1.4,0.9,0.0,26.0,0.1,0.2,34.0,120.0,3.3,8.3,1.7,6.3,1.0,0.2,0.5,,0.0,,5.2,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5783951,NOT GIVEN,08/09/2022 00:00:00,2022-09-05,2022-09-08,3,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,73.0,9.4,415.0,23.0,7.6,1435.0,0.5,0.0,0.5,0.0,22.0,0.1,0.2,35.0,98.0,6.9,9.3,2.1,4.6,1.7,0.2,0.3,,0.0,,5.4,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5816921,NOT GIVEN,26/10/2022 00:00:00,2022-10-25,2022-10-26,1,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,60.0,8.5,413.0,21.0,6.9,1401.0,0.0,0.0,0.2,0.0,21.0,0.1,0.1,29.0,111.0,7.7,11.0,1.9,6.6,1.4,0.1,0.3,,0.0,,5.5,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5822134,NOT GIVEN,10/11/2022 00:00:00,2022-11-08,2022-11-10,2,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,80.0,9.8,475.0,23.0,8.7,1532.0,0.0,0.4,1.1,0.0,26.0,0.2,0.3,26.0,128.0,5.0,13.0,4.4,11.0,1.6,0.4,1.0,,0.2,,6.6,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5845592,NOT GIVEN,20/12/2022 00:00:00,2022-12-19,2022-12-20,1,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,48.0,7.8,361.0,20.0,6.1,1291.0,0.1,0.0,0.9,0.0,20.0,0.1,0.2,21.0,112.0,5.8,18.0,1.3,17.0,1.4,0.2,0.8,,0.0,,4.9,,,,,,,,,,,,,,,0.1,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5841096,NOT GIVEN,28/12/2022 00:00:00,2022-12-06,2022-12-28,22,,Data Only. No diagnosis provided. ,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,55.0,9.6,397.0,,7.2,1514.0,,0.0,,,,,,,123.0,7.4,38.0,,7.3,,,0.7,,,508.0,,,,,,,,,,,,,,,,,,Normal
,AKS PRECISION BALL EUROPE LTD,,AKSPET,,5892990,NOT GIVEN,24/03/2023 00:00:00,2023-03-22,2023-03-24,2,,Data Only. No diagnosis provided.,data only. no diagnosis provided.,Data Only. No diagnosis provided.,N/A,,,71.0,7.0,500.0,34.0,9.2,1974.0,0.9,0.8,1.4,0.0,31.0,0.5,0.1,51.0,212.0,6.2,24.0,19.0,30.0,3.0,0.8,2.2,,0.0,,6.1,,,,,,,,,,,,,,,0.1,,Normal
,ALLIED BAKERIES,,ALLWESTBROM,,10853679,NOT GIVEN,27/05/2022 00:00:00,2022-05-26,2022-05-27,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,1.4,25.0,0.0,0.2,1.5,21.0,0.9,1.7,0.2,0.0,0.2,0.0,0.0,5.5,7.7,0.8,476.0,3.8,23.0,0.1,0.7,0.7,,0.0,,194.1,,,,,,,,,,,,,10,,0.1,,Normal
,ALLIED BAKERIES,,ALLWESTBROM,,10853680,NOT GIVEN,27/05/2022 00:00:00,2022-05-26,2022-05-27,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.6,24.0,0.0,0.1,1.4,9.9,0.1,1.6,0.0,0.0,0.2,0.0,0.0,1.1,0.0,0.7,612.0,2.1,25.0,0.0,2.6,0.3,,0.0,,208.9,,,,,,,,,,,,,10,,0.1,,Normal
,ALLIED BAKERIES,,ALLWESTBROM,,5654200,NOT GIVEN,27/05/2022 00:00:00,2022-05-26,2022-05-27,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,1.6,0.5,3.0,0.0,3.9,0.8,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.5,2.8,0.1,132.0,1.1,44.0,0.1,0.2,0.4,,0.0,,49.9,,,,1302,246,58,18/15/13,,,,,,10,,0.1,,Normal
,ALLIED BAKERIES,,ALLWESTBROM,,5975473,NOT GIVEN,05/05/2023 00:00:00,2023-05-04,2023-05-05,1,,Visible debris present. Sodium suggests possible environmental contamination or contamination with a sodium based product. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change fluid and check unit for source of contamination. ,copper,Wear Metals,Training,,,72.0,5.9,0.7,0.2,116.0,18.0,2.2,9.5,0.0,0.0,0.3,0.1,0.0,0.8,3.2,0.5,512.0,0.2,6.3,0.3,0.2,0.6,,0.0,,231.0,,,,,,,,,,,,,10,,0.1,,Serious
,ALPHAGEN RENEWABLES,,CEN_ALPHAGENRENEW,,5863557,NOT GIVEN,23/03/2023 00:00:00,2023-03-22,2023-03-23,1,621,Condition satisfactory. ,satisfactory,Satisfactory,N/A,1.6,,2.9,12.0,2.7,0.2,6.6,1.4,1.0,0.5,0.0,,0.2,0.0,0.1,0.0,2220.0,5.5,519.0,2.5,3.7,0.2,0.0,16.0,,0.0,1530.0,109.4,14.2,,,,,,,,,6.9,17.94,0,,,0.1,,Normal
,ALPHAGEN RENEWABLES,,CEN_ALPHAGENRENEW,,5863557,NOT GIVEN,26/04/2023 00:00:00,2023-04-25,2023-04-26,1,1412,Condition satisfactory. ,satisfactory,Satisfactory,N/A,1.6,,1.7,23.0,2.9,0.2,11.0,2.0,0.9,0.4,1.8,,0.3,0.0,0.1,0.0,2891.0,6.3,601.0,25.0,74.0,0.0,0.0,19.0,,0.0,1846.0,119.3,14.9,,,,,,,,,7.1,20.36,0,,,0.1,,Normal
,ARCHER (ALBA),,NORM_ALBA,,4287307,NOT GIVEN,29/07/2022 00:00:00,2022-07-28,2022-07-29,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,4.5,1.4,0.6,0.7,0.2,12.0,0.0,0.7,1.1,0.0,0.7,0.8,0.5,0.5,157.0,1.2,209.0,5.4,6.3,0.6,2.4,1.1,,0.5,,156.4,,,,,,,,,,,,,10,,0.1,,Normal
,ARCHER (ALBA),,NORM_ALBA,,4287307,NOT GIVEN,24/10/2022 00:00:00,2022-10-21,2022-10-24,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.9,2.5,0.2,0.0,0.3,8.9,0.0,1.1,0.6,0.0,0.6,0.0,0.0,2.4,12.0,1.1,307.0,0.9,11.0,0.0,1.1,0.0,,0.0,,127.3,,,,,,,,,,,,,10,,0.1,,Normal
,ARJO CHARTHAM PAPERS,,0B68,,1403253,NOT GIVEN,28/01/2022 00:00:00,2022-01-26,2022-01-28,2,,Wear appears satisfactory. Viscosity not consistent with stated grade / application type. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,0.0,0.8,0.0,0.0,0.2,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,330.0,0.3,1.1,0.0,0.0,0.4,,0.0,,319.9,,,,152386,59153,1140,24/23/17,,,,,,10,,0.1,,Serious
,ARJO CHARTHAM PAPERS,,0B68,,5665952,NOT GIVEN,21/06/2022 00:00:00,2022-06-13,2022-06-21,8,,Visible debris present. Silicon evident suggesting possible ingress of environmental contamination or a Silicon based product (e.g.  Silicon grease/assembly compound). Wear appears satisfactory. Advice : Action should be taken to correct - Consider fluid clean/change and/or filter change.,iron,Wear Metals,Training,,,1.7,1777.0,2.7,0.1,0.0,0.8,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.8,0.8,1.9,0.0,0.0,,0.0,,98.6,,32,,640,227,24,16/15/12,,,,,,10,0.03,0.1,,Serious
,BAE SYSTEMS,,BAETUL,,5458762,NOT GIVEN,20/01/2022 00:00:00,2022-01-20,2022-01-20,0,,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period. No apparent reason from this analysis for reported failure advise check unit. ,satisfactory,Satisfactory,N/A,,,0.0,1.2,0.0,0.8,1.0,0.4,2.2,3.6,1.3,1.3,0.3,0.7,0.8,0.1,40.0,3.3,217.0,4.1,344.0,0.6,1.0,0.0,,0.7,,31.8,,,,1794,483,49,18/16/13,,,,,,10,,0.1,,Normal
,BAE SYSTEMS SUBMARINE,,0T04,,4176673,NOT GIVEN,08/02/2022 00:00:00,2022-02-04,2022-02-08,4,,Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,1.7,3.8,0.1,0.0,0.3,0.9,0.5,0.7,0.0,0.1,0.1,0.0,0.0,1.6,8.6,0.0,8.8,1.2,69.0,0.0,0.1,0.2,,0.2,,69.0,,,,,,,,,,,,,10,,0.1,,Caution
,BAE SYSTEMS SUBMARINE,,0T04,,4243335,NOT GIVEN,13/05/2022 00:00:00,2022-05-12,2022-05-13,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.8,48.0,0.3,0.8,0.5,9.7,0.6,0.0,0.6,0.0,1.2,0.9,0.1,2.4,28.0,0.3,228.0,6.0,17.0,1.2,2.0,1.4,,0.4,,218.3,,,,,,,,,,,,,10,,0.1,,Normal
,BAE SYSTEMS SUBMARINE,,0T04,,5789524,NOT GIVEN,14/09/2022 00:00:00,2022-09-12,2022-09-14,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.8,0.3,0.1,0.1,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,67.0,0.8,319.0,0.3,437.0,0.0,0.1,0.0,,0.1,,47.3,,,,1025,237,25,17/15/12,,,,,,10,,0.1,,Normal
,BAE SYSTEMS SUBMARINE,,0T04,,4365227,NOT GIVEN,01/11/2022 00:00:00,2022-11-01,2022-11-01,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,3.0,0.0,0.0,15.0,4.3,0.0,0.4,0.2,0.0,0.1,0.0,0.0,11.0,42.0,0.0,328.0,1.3,426.0,0.0,0.0,6.2,,0.0,,31.8,,,,5961,385,24,20/16/12,,,,,,10,,0.1,,Normal
,BAE SYSTEMS SUBMARINE,,0T04,,5819709,NOT GIVEN,02/11/2022 00:00:00,2022-11-01,2022-11-02,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.0,0.7,0.0,0.0,1.6,1.1,0.1,4.6,0.3,0.0,0.0,0.0,0.0,0.4,29.0,1.0,369.0,0.3,436.0,0.0,0.0,0.0,,0.0,,35.1,,,,3059,905,100,19/17/14,,,,,,10,,0.1,,Normal
,BAE SYSTEMS SUBMARINE,,0T04,,5819709,NOT GIVEN,03/11/2022 00:00:00,2022-11-01,2022-11-03,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.8,1.2,0.0,0.0,2.5,1.8,0.8,3.7,0.9,0.0,0.1,0.0,0.0,0.6,77.0,1.2,358.0,0.0,503.0,0.0,0.1,0.3,,0.0,,32.7,,,,5227,1091,67,20/17/13,,,,,,10,,0.1,,Normal
,BAE SYSTEMS SUBMARINE,,0T04,,4627141,NOT GIVEN,21/11/2022 00:00:00,2022-11-18,2022-11-21,3,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,0.4,15.0,0.1,0.0,11.0,0.4,4.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,14.0,0.0,249.0,0.0,309.0,0.1,0.1,0.0,,0.0,,33.9,,,,1233,391,60,17/16/13,,,,,,10,,0.1,,Normal
