CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174264,FUCHS RENOLIN CLP GEAR OIL,12/01/2022 00:00:00,2022-01-06,2022-01-12,6,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,20.0,6.2,1.7,1.2,132.0,0.5,0.1,0.0,1.9,0.7,0.4,0.1,0.1,7.7,1.1,209.0,18.0,7.7,0.3,2.0,6.3,,0.0,,488.6,,,,,,,,,,,,,48,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174262,FUCHS RENOLIN CLP GEAR OIL,13/01/2022 00:00:00,2022-01-06,2022-01-13,7,,Visible debris present. High viscosity noted. The Sodium and Potassium level suggests Clay/Potash contamination. Silicon evident suggesting possible ingress of environmental contamination or a Silicon based product (e.g.  Silicon grease/assembly compound). Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,viscosity,Fluid Condition,Training,,,126.0,106.0,23.0,2.5,5.1,227.0,0.7,0.3,0.1,1.9,2.1,3.6,0.1,0.7,63.0,10.0,293.0,22.0,55.0,1.4,13.0,68.0,,0.1,,571.1,,,,,,,,,,,,,38,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750521,FUCHS RENOLIN CLP GEAR OIL,18/01/2022 00:00:00,2022-01-17,2022-01-18,1,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,57.0,14.0,1.5,1.8,6.3,144.0,1.3,0.0,0.8,1.5,1.4,0.7,1.1,2.3,41.0,11.0,305.0,18.0,17.0,1.5,2.5,39.0,,0.7,,528.6,,,,,,,,,,,,,23,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750522,FUCHS RENOLIN CLP GEAR OIL,18/01/2022 00:00:00,2022-01-17,2022-01-18,1,,Sodium and potassium suggest ingress of environmental contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,iron,Wear Metals,Training,,,76.0,26.0,1.0,1.7,12.0,131.0,1.1,0.0,0.9,1.5,1.4,0.6,1.1,0.9,56.0,16.0,299.0,16.0,23.0,1.4,4.7,46.0,,0.7,,514.2,,,,,,,,,,,,,17,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5122308,FUCHS RENOLIN CLP GEAR OIL,19/01/2022 00:00:00,2022-01-17,2022-01-19,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,17.0,46.0,5.3,0.4,2.3,33.0,0.0,0.6,0.0,2.0,0.6,0.2,0.0,0.1,9.1,3.1,1046.0,19.0,8.7,0.2,0.7,6.1,,0.0,,452.2,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174263,FUCHS RENOLIN CLP GEAR OIL,19/01/2022 00:00:00,2022-01-17,2022-01-19,2,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,6.9,11.0,5.4,1.0,14.0,61.0,0.0,0.2,0.0,1.9,0.5,0.2,0.1,0.1,9.6,1.4,178.0,20.0,26.0,0.0,1.3,4.0,,0.0,,480.7,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5174264,FUCHS RENOLIN CLP GEAR OIL,19/01/2022 00:00:00,2022-01-17,2022-01-19,2,,High viscosity noted. The Sodium and Potassium level suggests Clay/Potash contamination. Sample has an abnormal level of Silicon suggesting possible ingress of environmental contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,viscosity,Fluid Condition,Training,,,115.0,93.0,22.0,1.9,4.8,179.0,0.0,0.3,0.0,2.0,1.9,2.7,0.1,0.7,63.0,8.6,287.0,24.0,56.0,1.0,13.0,68.0,,0.1,,556.6,,,,,,,,,,,,,18,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5465202,FUCHS RENOLIN CLP GEAR OIL,02/02/2022 00:00:00,2022-02-02,2022-02-02,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,9.9,54.0,1.6,0.7,4.2,230.0,0.4,0.0,0.0,0.9,2.6,2.1,0.4,0.3,14.0,3.3,449.0,9.6,0.0,0.6,1.5,3.8,,0.0,,492.0,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5465203,FUCHS RENOLIN CLP GEAR OIL,02/02/2022 00:00:00,2022-02-02,2022-02-02,0,,Visible debris present. Potassium consistent with Clay/Potash ingress. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at recommended sampling interval to follow trends.,iron,Wear Metals,Training,,,46.0,22.0,1.2,2.1,8.9,365.0,0.3,0.0,0.2,0.9,2.6,0.5,0.4,0.3,12.0,3.3,365.0,14.0,0.6,3.9,1.4,40.0,,0.0,,504.2,,,,,,,,,,,,,47,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4743955,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-03,2022-02-03,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,10.0,13.0,0.0,0.3,1.4,11.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,1.4,327.0,8.6,5.5,0.1,0.2,1.9,,0.0,,433.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4744022,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-03,2022-02-03,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,38.0,11.0,0.5,0.7,1.4,57.0,0.1,0.0,0.1,0.0,0.4,0.1,0.0,0.1,1.0,1.8,305.0,10.0,20.0,0.1,0.7,7.2,,0.0,,456.5,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750537,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-03,2022-02-03,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,3.8,14.0,0.0,0.4,0.9,32.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.2,4.6,2.7,256.0,7.4,5.1,0.1,0.9,4.5,,0.0,,449.7,,,,,,,,,,,,,11,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750539,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-03,2022-02-03,0,,Potassium consistent with Clay/Potash ingress. Wear appears satisfactory. Advice : Resample at the next service intervention.,potassium,Contamination,Appraisal,,,19.0,33.0,0.2,1.0,6.2,47.0,0.0,0.7,2.3,0.0,0.3,0.3,0.0,2.4,70.0,20.0,290.0,11.0,18.0,0.2,0.6,41.0,,0.0,,473.6,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4763878,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-03,2022-02-03,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,26.0,0.8,1.2,2.9,52.0,0.0,0.0,0.4,0.0,0.5,0.2,0.0,0.6,6.4,1.7,300.0,9.6,33.0,0.2,1.3,3.6,,0.0,,473.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4763890,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-03,2022-02-03,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,16.0,0.0,0.5,2.5,25.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.1,0.0,1.3,328.0,9.5,3.5,0.3,0.1,2.5,,0.0,,462.5,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5103572,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-02,2022-02-03,1,,Visible debris present. The Sodium and Potassium level suggests Clay/Potash contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.,sodium,Contamination,Appraisal,,,354.0,45.0,6.0,0.7,10.0,112.0,1.7,0.6,0.3,2.4,1.4,1.2,0.1,3.6,69.0,27.0,261.0,24.0,57.0,0.4,4.6,173.0,,0.1,,486.2,,,,,,,,,,,,,16,,0.1,,Serious
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,5103573,FUCHS RENOLIN CLP GEAR OIL,03/02/2022 00:00:00,2022-02-02,2022-02-03,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,19.0,2.2,0.5,0.9,31.0,0.4,0.1,0.2,2.3,0.2,0.1,0.1,0.2,5.5,1.8,249.0,20.0,6.7,0.1,0.3,7.3,,0.0,,471.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4743952,FUCHS RENOLIN CLP GEAR OIL,04/02/2022 00:00:00,2022-02-03,2022-02-04,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,16.0,1.0,0.2,1.6,7.0,0.5,0.0,0.6,1.1,0.4,0.6,0.7,0.0,9.1,0.3,311.0,13.0,2.3,0.3,0.2,3.8,,0.7,,402.8,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4744020,FUCHS RENOLIN CLP GEAR OIL,04/02/2022 00:00:00,2022-02-03,2022-02-04,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.2,7.4,1.1,0.4,1.4,7.9,1.0,0.1,0.9,1.7,0.5,0.7,0.8,0.0,13.0,0.2,229.0,12.0,4.2,0.2,0.3,1.6,,0.7,,461.0,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746181,FUCHS RENOLIN CLP GEAR OIL,04/02/2022 00:00:00,2022-02-03,2022-02-04,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.7,25.0,1.5,0.8,2.0,68.0,6.8,0.6,0.7,1.1,0.7,0.8,0.7,0.0,11.0,2.1,261.0,13.0,3.3,0.3,0.4,7.9,,0.7,,468.5,,,,,,,,,,,,,18,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746182,FUCHS RENOLIN CLP GEAR OIL,04/02/2022 00:00:00,2022-02-03,2022-02-04,1,,The Sodium & Potassium level suggests Clay/Potash Contamination. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends.,sodium,Contamination,Appraisal,,,77.0,20.0,1.5,0.6,4.2,67.0,0.8,0.0,0.8,1.2,1.1,0.7,0.7,0.0,32.0,6.1,272.0,15.0,16.0,0.4,1.2,34.0,,0.7,,486.3,,,,,,,,,,,,,10,,0.1,,Caution
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4750538,FUCHS RENOLIN CLP GEAR OIL,04/02/2022 00:00:00,2022-02-03,2022-02-04,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,4.0,4.3,0.8,0.2,0.7,12.0,0.7,0.0,0.6,1.1,0.4,0.6,0.7,0.0,10.0,1.8,240.0,11.0,7.6,0.1,0.2,6.5,,0.7,,460.3,,,,,,,,,,,,,10,,0.1,,Normal
,CLEVELAND POTASH - INFRASTRUCTURE,,CEN_CPL_INFRASTRUC,,4746183,FUCHS RENOLIN CLP GEAR OIL,07/02/2022 00:00:00,2022-02-03,2022-02-07,4,,Visible debris present (metal / metal-like particles). Possible sampling problem; advise resample to confirm.,visible ,Possible Sample Issue,Training,,,45.0,42.0,1.6,0.5,5.1,56.0,1.1,0.0,0.7,1.1,0.9,0.7,0.7,0.0,16.0,3.2,268.0,14.0,9.2,0.6,1.6,19.0,,0.7,,478.2,,,,,,,,,,,,,21,,0.1,,Serious
